Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Filename,Internal ID
neon tights,,Yellow,No,720,180,Yellow,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexNeontights0,9583
no-show socks,,White,No,480,120,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin1,10003
no-show socks,,Berry red,No,480,120,Red,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin2,10004
no-show socks,,Light blue,No,480,120,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin3,10005
no-show socks,,Orange,No,480,120,Orange,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin4,10006
no-show socks,,Green,No,480,120,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin5,10007
no-show socks,,Navy blue,No,480,120,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin6,10008
no-show socks,,Yellow,No,480,120,Yellow,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin7,10009
no-show socks,,Gray,No,480,120,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexSneakerin0,4741
Nook Inc. socks,,Yellow,No,NFS,2000,Yellow,Orange,1x1,Nook Miles Shop,,1.0.0,Active,Not for sale,SocksTexBorderRco,5629
nordic socks,,Ivory,No,840,210,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic1,9889
nordic socks,,Navy blue,No,840,210,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic0,4748
nordic socks,,Red,No,840,210,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic2,9890
nordic socks,,Blue,No,840,210,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic3,9891
nordic socks,,Gray,No,840,210,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic4,9892
nordic socks,,Green,No,840,210,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic5,9893
nordic socks,,Light blue,No,840,210,Light blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,SocksTexNordic6,9894
patterned stockings,,Black,No,940,235,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexStripedot0,6046
patterned stockings,,White,No,940,235,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexStripedot1,9674
pom-pom socks,,Blue,No,720,180,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexBobble1,9072
pom-pom socks,,Green,No,720,180,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexBobble2,9073
pom-pom socks,,Orange,No,720,180,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexBobble3,9074
pom-pom socks,,Purple,No,720,180,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexBobble4,9075
pom-pom socks,,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,SocksTexBobble0,5179
puckered socks,,Red,No,600,150,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexPucker1,9078
puckered socks,,Blue,No,600,150,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexPucker2,9079
puckered socks,,Mustard,No,600,150,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexPucker0,5198
puckered socks,,Green,No,600,150,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexPucker3,9080
puckered socks,,Purple,No,600,150,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexPucker4,9081
running tights,,Pink,No,550,137,Black,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexRun0,5214
running tights,,Yellow,No,550,137,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexRun1,9798
running tights,,Blue,No,550,137,Black,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexRun2,9799
running tights,,Green,No,550,137,Black,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,SocksTexRun3,9800
semi-opaque socks,,Purple,No,480,120,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks4,10030
semi-opaque socks,,Camel,No,480,120,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks5,10031
semi-opaque socks,,Avocado,No,480,120,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks6,10032
semi-opaque socks,,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks7,10033
semi-opaque socks,,Green,No,480,120,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks0,9644
semi-opaque socks,,Red,No,480,120,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks1,10027
semi-opaque socks,,Blue,No,480,120,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks2,10028
semi-opaque socks,,Navy blue,No,480,120,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancesocks3,10029
semi-opaque tights,,Red,No,720,180,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights6,9680
semi-opaque tights,,Yellow-green,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights7,9681
semi-opaque tights,,Yellow,No,720,180,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights1,9675
semi-opaque tights,,Green,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights2,9676
semi-opaque tights,,Purple,No,720,180,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights3,9677
semi-opaque tights,,Blue,No,720,180,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights4,9678
semi-opaque tights,,Pink,No,720,180,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights5,9679
semi-opaque tights,,Brown,No,720,180,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,SocksTexNuancetights0,9580
sequin leggings,,Pink,No,940,235,Pink,Pink,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins0,4743
sequin leggings,,Red,No,940,235,Red,Red,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins1,11580
sequin leggings,,Black,No,940,235,Black,Black,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins2,11581
sequin leggings,,Yellow,No,940,235,Yellow,Yellow,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins3,11582
sequin leggings,,White,No,940,235,White,White,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins4,11583
sequin leggings,,Blue,No,940,235,Blue,Blue,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins5,11584
sequin leggings,,Purple,No,940,235,Purple,Purple,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins6,11585
sequin leggings,,Green,No,940,235,Green,Green,1x1,Kicks,,1.0.0,Gorgeous,For sale,SocksTexSequins7,11586
sheer socks,,Green,No,600,150,Green,Green,1x1,Kicks,,1.0.0,Elegant,For sale,SocksTexSeethrough3,9930
sheer socks,,Olive,No,600,150,Green,Green,1x1,Kicks,,1.0.0,Elegant,For sale,SocksTexSeethrough4,9931
sheer socks,,Gray,No,600,150,Gray,Gray,1x1,Kicks,,1.0.0,Elegant,For sale,SocksTexSeethrough5,9932
sheer socks,,Blue,No,600,150,Blue,Blue,1x1,Kicks,,1.0.0,Elegant,For sale,SocksTexSeethrough0,5812
sheer socks,,Berry red,No,600,150,Red,Red,1x1,Kicks,,1.0.0,Elegant,For sale,SocksTexSeethrough1,9928
sheer socks,,Brown,No,600,150,Brown,Brown,1x1,Kicks,,1.0.0,Elegant,For sale,SocksTexSeethrough2,9929
simple knee-high socks,,White,No,600,150,White,White,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexSimpleknee1,12182
simple knee-high socks,,Red,No,600,150,Red,Red,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexSimpleknee2,12183
simple knee-high socks,,Blue,No,600,150,Light blue,Light blue,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexSimpleknee3,12184
simple knee-high socks,,Pink,No,600,150,Pink,Pink,1x1,Kicks,,1.0.0,Cute,For sale,SocksTexSimpleknee0,12175
simple-accent socks,,Black,No,720,180,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint1,9082
simple-accent socks,,White,No,720,180,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint2,9083
simple-accent socks,,Gray,No,720,180,Gray,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint3,9084
simple-accent socks,,Blue,No,720,180,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint4,9085
simple-accent socks,,Orange,No,720,180,Orange,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint5,9086
simple-accent socks,,Red,No,720,180,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint6,9087
simple-accent socks,,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint7,9088
simple-accent socks,,Navy blue,No,720,180,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexOnepoint0,5200
soccer socks,,Red,No,800,200,Red,White,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball1,9973
soccer socks,,Green,No,800,200,Green,White,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball2,9974
soccer socks,,Light blue,No,800,200,Light blue,White,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball3,9975
soccer socks,,Black,No,800,200,Black,White,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball4,9976
soccer socks,,Orange,No,800,200,Orange,White,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball5,9977
soccer socks,,White,No,800,200,White,Black,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball6,9978
soccer socks,,Blue,No,800,200,Blue,White,1x1,Kicks,,1.0.0,Active,For sale,SocksTexFootball0,5177
spider-web tights,,Black,No,720,180,Black,Black,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexSpider0,5203
spider-web tights,,White,No,720,180,White,White,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexSpider1,9671
spider-web tights,,Orange,No,720,180,Orange,Orange,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexSpider2,9672
spider-web tights,,Purple,No,720,180,Purple,Purple,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexSpider3,9673
stockings,,Gray,No,480,120,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexTights1,9655
stockings,,White,No,480,120,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexTights2,9656
stockings,,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexTights3,9657
stockings,,Beige,No,480,120,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexTights4,9658
stockings,,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexTights0,3095
stretch leggings,,Navy blue,No,450,112,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings0,4744
stretch leggings,,Brown,No,450,112,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings5,9780
stretch leggings,,Green,No,450,112,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings6,9781
stretch leggings,,Gray,No,450,112,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings1,9776
stretch leggings,,Dark gray,No,450,112,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings2,9777
stretch leggings,,White,No,450,112,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings3,9778
stretch leggings,,Black,No,450,112,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLeggings4,9779
striped socks,,Purple,No,600,150,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder6,10000
striped socks,,Blue,No,600,150,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder7,10001
striped socks,,Green,No,600,150,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder2,9996
striped socks,,Light blue,No,600,150,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder1,6902
striped socks,,Yellow,No,600,150,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder3,9997
striped socks,,Orange,No,600,150,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder4,9998
striped socks,,Red,No,600,150,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder5,9999
striped socks,,Monotone,No,600,150,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexBorder0,5199
striped tights,,Yellow,No,720,180,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe4,9940
striped tights,,Purple,No,720,180,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe5,9941
striped tights,,Green,No,720,180,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe6,9942
striped tights,,Orange,No,720,180,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe7,9943
striped tights,,Red,No,720,180,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe0,6045
striped tights,,Gray,No,720,180,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe1,9937
striped tights,,Pink,No,720,180,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe2,9938
striped tights,,Light blue,No,720,180,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,SocksTexStripe3,9939
tabi,,Navy blue,No,1200,300,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexTabi2,8930
tabi,,White,No,1200,300,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexTabi0,4749
tabi,,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexTabi1,8929
terry-cloth socks,,Purple,No,600,150,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy1,9979
terry-cloth socks,,Pink,No,600,150,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy0,5181
terry-cloth socks,,Blue,No,600,150,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy2,9980
terry-cloth socks,,Green,No,600,150,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy3,9981
terry-cloth socks,,Beige,No,600,150,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy4,9982
terry-cloth socks,,Red,No,600,150,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy5,9983
terry-cloth socks,,Gray,No,600,150,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,SocksTexFluffy6,9984
tube socks,,Blue,No,480,120,White,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine0,4746
tube socks,,Orange,No,480,120,White,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine1,9966
tube socks,,Green,No,480,120,White,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine2,9967
tube socks,,Red,No,480,120,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine3,9968
tube socks,,Navy blue,No,480,120,Gray,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine4,9969
tube socks,,Berry red,No,480,120,Gray,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine5,9970
tube socks,,Dark green,No,480,120,Gray,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine6,9971
tube socks,,Purple,No,480,120,Gray,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexLine7,9972
ultra no-show socks,,Pink,No,480,120,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover1,10010
ultra no-show socks,,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover2,10011
ultra no-show socks,,Olive,No,480,120,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover3,10012
ultra no-show socks,,Green,No,480,120,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover4,10013
ultra no-show socks,,Purple,No,480,120,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover5,10014
ultra no-show socks,,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover6,10015
ultra no-show socks,,Blue,No,480,120,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover0,5167
ultra no-show socks,,White,No,480,120,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,SocksTexFootcover7,10016
vivid leggings,,Purple,No,450,112,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings1,9801
vivid leggings,,Red,No,450,112,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings2,9802
vivid leggings,,Pink,No,450,112,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings3,9803
vivid leggings,,Blue,No,450,112,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings4,9804
vivid leggings,,Yellow,No,450,112,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings5,9805
vivid leggings,,Green,No,450,112,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings6,9806
vivid leggings,,Orange,No,450,112,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings7,9807
vivid leggings,,Light blue,No,450,112,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividleggings0,9585
vivid socks,,Red,No,480,120,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks0,9643
vivid socks,,Green,No,480,120,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexStandard1,6898
vivid socks,,Light blue,No,480,120,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks2,10021
vivid socks,,Blue,No,480,120,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks3,10022
vivid socks,,Purple,No,480,120,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks4,10023
vivid socks,,Pink,No,480,120,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks5,10024
vivid socks,,Orange,No,480,120,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks6,10025
vivid socks,,Yellow,No,480,120,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividsocks7,10026
vivid tights,,Blue,No,720,180,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights4,9690
vivid tights,,Yellow,No,720,180,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights5,9691
vivid tights,,Green,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights6,9692
vivid tights,,Orange,No,720,180,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights7,9693
vivid tights,,Purple,No,720,180,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights1,9687
vivid tights,,Red,No,720,180,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights2,9688
vivid tights,,Pink,No,720,180,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights3,9689
vivid tights,,Light blue,No,720,180,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,SocksTexVividtights0,9582
wave-print socks,,Blue,No,600,150,Blue,Light blue,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexWave0,5813
wave-print socks,,Brown,No,600,150,Brown,Beige,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexWave1,9933
wave-print socks,,Purple,No,600,150,Purple,Pink,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexWave2,9934
wave-print socks,,Green,No,600,150,Green,Green,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexWave3,9935
wave-print socks,,Gray,No,600,150,Black,Gray,1x1,Kicks,,1.0.0,Cool,For sale,SocksTexWave4,9936
