Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Version,Catalog,Filename,Variant ID,Internal ID
Claude's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_3_0,3_0,6674
Claude's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_4_0,4_0,6674
Claude's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_5_0,5_0,6674
Claude's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_6_0,6_0,6674
Claude's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_7_0,7_0,6674
Claudia's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_0_0,0_0,6729
Claudia's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_1_0,1_0,6729
Claudia's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_2_0,2_0,6729
Claudia's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_3_0,3_0,6729
Claudia's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_4_0,4_0,6729
Claudia's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_5_0,5_0,6729
Claudia's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_6_0,6_0,6729
Claudia's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_7_0,7_0,6729
Clay's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_0_0,0_0,6527
Clay's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_1_0,1_0,6527
Clay's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_2_0,2_0,6527
Clay's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_3_0,3_0,6527
Clay's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_4_0,4_0,6527
Clay's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_5_0,5_0,6527
Clay's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_6_0,6_0,6527
Clay's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_7_0,7_0,6527
Cleo's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_0_0,0_0,6546
Cleo's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_1_0,1_0,6546
Cleo's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_2_0,2_0,6546
Cleo's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_3_0,3_0,6546
Cleo's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_4_0,4_0,6546
Cleo's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_5_0,5_0,6546
Cleo's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_6_0,6_0,6546
Cleo's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_7_0,7_0,6546
Clyde's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_0_0,0_0,6550
Clyde's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_1_0,1_0,6550
Clyde's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_2_0,2_0,6550
Clyde's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_3_0,3_0,6550
Clyde's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_4_0,4_0,6550
Clyde's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_5_0,5_0,6550
Clyde's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_6_0,6_0,6550
Clyde's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_7_0,7_0,6550
Coach's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_0_0,0_0,6742
Coach's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_1_0,1_0,6742
Coach's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_2_0,2_0,6742
Coach's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_3_0,3_0,6742
Coach's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_4_0,4_0,6742
Coach's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_5_0,5_0,6742
Coach's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_6_0,6_0,6742
Coach's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_7_0,7_0,6742
Cobb's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_0_0,0_0,6652
Cobb's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_1_0,1_0,6652
Cobb's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_2_0,2_0,6652
Cobb's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_3_0,3_0,6652
Cobb's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_4_0,4_0,6652
Cobb's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_5_0,5_0,6652
Cobb's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_6_0,6_0,6652
Cobb's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_7_0,7_0,6652
Coco's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_0_0,0_0,6664
Coco's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_1_0,1_0,6664
Coco's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_2_0,2_0,6664
Coco's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_3_0,3_0,6664
Coco's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_4_0,4_0,6664
Coco's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_5_0,5_0,6664
Coco's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_6_0,6_0,6664
Coco's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_7_0,7_0,6664
Cole's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_0_0,0_0,6681
Cole's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_1_0,1_0,6681
Cole's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_2_0,2_0,6681
Cole's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_3_0,3_0,6681
Cole's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_4_0,4_0,6681
Cole's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_5_0,5_0,6681
Cole's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_6_0,6_0,6681
Cole's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_7_0,7_0,6681
Colton's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_0_0,0_0,6551
Colton's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_1_0,1_0,6551
Colton's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_2_0,2_0,6551
Colton's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_3_0,3_0,6551
Colton's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_4_0,4_0,6551
Colton's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_5_0,5_0,6551
Colton's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_6_0,6_0,6551
Colton's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs11_Remake_7_0,7_0,6551
Cookie's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_0_0,0_0,6445
Cookie's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_1_0,1_0,6445
Cookie's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_2_0,2_0,6445
Cookie's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_3_0,3_0,6445
Cookie's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_4_0,4_0,6445
Cookie's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_5_0,5_0,6445
Cookie's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_6_0,6_0,6445
Cookie's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlDog08_Remake_7_0,7_0,6445
Cousteau's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_0_0,0_0,6494
Cousteau's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_1_0,1_0,6494
Cousteau's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_2_0,2_0,6494
Cousteau's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_3_0,3_0,6494
Cousteau's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_4_0,4_0,6494
Cousteau's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_5_0,5_0,6494
Cousteau's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_6_0,6_0,6494
Cousteau's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg10_Remake_7_0,7_0,6494
Crackle's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_0_0,0_0,6651
Crackle's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_1_0,1_0,6651
Crackle's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_2_0,2_0,6651
Crackle's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_3_0,3_0,6651
Crackle's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_4_0,4_0,6651
Crackle's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_5_0,5_0,6651
Crackle's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_6_0,6_0,6651
Crackle's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig05_Remake_7_0,7_0,6651
Cranston's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_0_0,0_0,6614
Cranston's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_1_0,1_0,6614
Cranston's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_2_0,2_0,6614
Cranston's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_3_0,3_0,6614
Cranston's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_4_0,4_0,6614
Cranston's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_5_0,5_0,6614
Cranston's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_6_0,6_0,6614
Cranston's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlOst06_Remake_7_0,7_0,6614
Croque's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_0_0,0_0,6500
Croque's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_1_0,1_0,6500
Croque's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_2_0,2_0,6500
Croque's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_3_0,3_0,6500
Croque's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_4_0,4_0,6500
Croque's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_5_0,5_0,6500
Croque's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_6_0,6_0,6500
Croque's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlFlg17_Remake_7_0,7_0,6500
Cube's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_0_0,0_0,6632
Cube's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_1_0,1_0,6632
Cube's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_2_0,2_0,6632
Cube's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_3_0,3_0,6632
Cube's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_4_0,4_0,6632
Cube's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_5_0,5_0,6632
Cube's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_6_0,6_0,6632
Cube's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPgn02_Remake_7_0,7_0,6632
Curlos's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_0_0,0_0,6697
Curlos's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_1_0,1_0,6697
Curlos's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_2_0,2_0,6697
Curlos's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_3_0,3_0,6697
Curlos's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_4_0,4_0,6697
Curlos's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_5_0,5_0,6697
Curlos's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_6_0,6_0,6697
Curlos's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlShp08_Remake_7_0,7_0,6697
Curly's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_0_0,0_0,6644
Curly's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_1_0,1_0,6644
Curly's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_2_0,2_0,6644
Curly's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_3_0,3_0,6644
Curly's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_4_0,4_0,6644
Curly's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_5_0,5_0,6644
Curly's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_6_0,6_0,6644
Curly's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig00_Remake_7_0,7_0,6644
Curt's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_0_0,0_0,6427
Curt's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_1_0,1_0,6427
Curt's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_2_0,2_0,6427
Curt's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_3_0,3_0,6427
Curt's photo,,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_4_0,4_0,6427
Curt's photo,,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_5_0,5_0,6427
Curt's photo,,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_6_0,6_0,6427
Curt's photo,,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea02_Remake_7_0,7_0,6427
Cyd's photo,,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlElp12_Remake_0_0,0_0,6997
Cyd's photo,,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlElp12_Remake_1_0,1_0,6997
Cyd's photo,,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlElp12_Remake_2_0,2_0,6997
Cyd's photo,,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlElp12_Remake_3_0,3_0,6997
