Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Lighting Type,Door Deco,Catalog,Filename,Variant ID,Internal ID
diner neon clock,,Blue,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Blue,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_1_0,1_0,4144
diner neon clock,,Blue,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_1_1,1_1,4144
diner neon clock,,Blue,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Blue,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_1_2,1_2,4144
diner neon clock,,Yellow,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Yellow,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_2_0,2_0,4144
diner neon clock,,Yellow,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Yellow,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_2_1,2_1,4144
diner neon clock,,Yellow,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Yellow,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_2_2,2_2,4144
diner neon clock,,Aquamarine,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Green,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_3_0,3_0,4144
diner neon clock,,Aquamarine,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Green,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_3_1,3_1,4144
diner neon clock,,Aquamarine,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Green,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_3_2,3_2,4144
diner neon clock,,Pink,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Pink,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_4_0,4_0,4144
diner neon clock,,Pink,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Pink,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_4_1,4_1,4144
diner neon clock,,Pink,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Pink,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_4_2,4_2,4144
diner neon clock,,Cream,NA,Red lines,Clock face,No,No,Yes,1,1500,375,White,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_5_0,5_0,4144
diner neon clock,,Cream,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,White,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_5_1,5_1,4144
diner neon clock,,Cream,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,White,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_5_2,5_2,4144
diner neon clock,,Purple,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Purple,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_6_0,6_0,4144
diner neon clock,,Purple,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Purple,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_6_1,6_1,4144
diner neon clock,,Purple,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Purple,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,No lighting,No,For sale,FtrAmeretroClock_Remake_6_2,6_2,4144
double-sided wall clock,,Black,NA,NA,NA,No,No,No,NA,1100,275,Black,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,No lighting,No,For sale,FtrBothsideclockWall_Remake_0_0,0_0,4133
double-sided wall clock,,White,NA,NA,NA,No,No,No,NA,1100,275,White,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,No lighting,No,For sale,FtrBothsideclockWall_Remake_1_0,1_0,4133
double-sided wall clock,,Silver,NA,NA,NA,No,No,No,NA,1100,275,Gray,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,No lighting,No,For sale,FtrBothsideclockWall_Remake_2_0,2_0,4133
double-sided wall clock,,Green,NA,NA,NA,No,No,No,NA,1100,275,Light blue,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,No lighting,No,For sale,FtrBothsideclockWall_Remake_3_0,3_0,4133
double-sided wall clock,,Red,NA,NA,NA,No,No,No,NA,1100,275,Red,Black,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,No lighting,No,For sale,FtrBothsideclockWall_Remake_4_0,4_0,4133
double-sided wall clock,,Yellow,NA,NA,NA,No,No,No,NA,1100,275,Yellow,Red,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,No lighting,No,For sale,FtrBothsideclockWall_Remake_5_0,5_0,4133
exit sign,,←,NA,NA,NA,No,No,No,NA,810,202,Green,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrExit_Remake_0_0,0_0,955
exit sign,,→,NA,NA,NA,No,No,No,NA,810,202,Green,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrExit_Remake_1_0,1_0,955
exit sign,,Red exit,NA,NA,NA,No,No,No,NA,810,202,Red,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrExit_Remake_2_0,2_0,955
exit sign,,← →,NA,NA,NA,No,No,No,NA,810,202,Black,Green,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrExit_Remake_3_0,3_0,955
fancy lily wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathYuriMix,NA,5677
fancy mum wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Red,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathMumMix,NA,5749
fancy rose wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathRoseMix,NA,5747
fish doorplate,,Light blue,Color,NA,NA,No,Yes,No,1,NFS,90,Light blue,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_0_0,0_0,4764
fish doorplate,,Red,Color,NA,NA,No,Yes,No,1,NFS,90,Red,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_1_0,1_0,4764
fish doorplate,,Orange,Color,NA,NA,No,Yes,No,1,NFS,90,Orange,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_2_0,2_0,4764
fish doorplate,,Yellow,Color,NA,NA,No,Yes,No,1,NFS,90,Yellow,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_3_0,3_0,4764
fish doorplate,,Green,Color,NA,NA,No,Yes,No,1,NFS,90,Green,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_4_0,4_0,4764
fish doorplate,,Blue,Color,NA,NA,No,Yes,No,1,NFS,90,Purple,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_5_0,5_0,4764
fish doorplate,,Black,Color,NA,NA,No,Yes,No,1,NFS,90,Black,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_6_0,6_0,4764
fish doorplate,,Gray,Color,NA,NA,No,Yes,No,1,NFS,90,Gray,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFish_Remake_7_0,7_0,4764
fish print,,Giant trevally,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_0_0,0_0,3699
fish print,,Red snapper,Variation,NA,NA,No,Yes,No,1,NFS,700,Red,Colorful,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_1_0,1_0,3699
fish print,,Blue marlin,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_2_0,2_0,3699
fish print,,Squid,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_3_0,3_0,3699
fish print,,Black bass,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_4_0,4_0,3699
fish print,,Carp,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_5_0,5_0,3699
fish print,,Giant snakehead,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,No lighting,No,Not for sale,FtrFishprint_Remake_6_0,6_0,3699
fishing-boat flag,,Nintenmaru - Big Catch,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,No lighting,No,For sale,FtrBigcatchflag_Remake_0_0,0_0,3583
fishing-boat flag,,Tsurukamemaru - Longevity,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,No lighting,No,For sale,FtrBigcatchflag_Remake_1_0,1_0,3583
fishing-boat flag,,Marufukumaru - Bounty,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,No lighting,No,For sale,FtrBigcatchflag_Remake_2_0,2_0,3583
fishing-boat flag,,Uomasamaru III - Launch,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,No lighting,No,For sale,FtrBigcatchflag_Remake_3_0,3_0,3583
floral swag,,Yellow,Color,NA,NA,Yes,Yes,No,1,NFS,200,Yellow,Light blue,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrFlowerSwag_Remake_0_0,0_0,4027
floral swag,,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,200,Pink,Green,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrFlowerSwag_Remake_1_0,1_0,4027
floral swag,,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,200,Purple,Green,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrFlowerSwag_Remake_2_0,2_0,4027
floral swag,,White,Color,NA,NA,Yes,Yes,No,1,NFS,200,White,Yellow,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrFlowerSwag_Remake_3_0,3_0,4027
floral swag,,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,200,Colorful,Green,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrFlowerSwag_Remake_4_0,4_0,4027
formal paper,,Brown,NA,NA,NA,No,No,No,NA,620,155,Beige,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,No,Study,No lighting,No,For sale,FtrTestimonial_Remake_0_0,0_0,4099
formal paper,,Light brown,NA,NA,NA,No,No,No,NA,620,155,White,Yellow,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,No,Study,No lighting,No,For sale,FtrTestimonial_Remake_1_0,1_0,4099
formal paper,,Dark brown,NA,NA,NA,No,No,No,NA,620,155,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,No,Study,No lighting,No,For sale,FtrTestimonial_Remake_2_0,2_0,4099
fossil doorplate,,Gray,Color,NA,NA,Yes,Yes,No,1,NFS,500,Gray,Beige,1x1 ,Crafting,,1.0.0,facility,None,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFossil_Remake_0_0,0_0,5719
fossil doorplate,,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,500,Blue,Beige,1x1 ,Crafting,,1.0.0,facility,None,None,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentFossil_Remake_1_0,1_0,5719
fruit wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000,Colorful,Colorful,1x1 ,Crafting,,1.0.0,fancy,None,fruits,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathFruit,NA,4378
gears,,Silver,NA,NA,NA,No,No,No,NA,1500,375,Gray,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrGearWall_Remake_0_0,0_0,7280
gears,,Copper,NA,NA,NA,No,No,No,NA,1500,375,Brown,Brown,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrGearWall_Remake_1_0,1_0,7280
gears,,Black,NA,NA,NA,No,No,No,NA,1500,375,Black,Black,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrGearWall_Remake_2_0,2_0,7280
gears,,Colorful,NA,NA,NA,No,No,No,NA,1500,375,Colorful,Colorful,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrGearWall_Remake_3_0,3_0,7280
gears,,Wooden,NA,NA,NA,No,No,No,NA,1500,375,Brown,Beige,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,No lighting,No,For sale,FtrGearWall_Remake_4_0,4_0,7280
gold HHA plaque,,NA,NA,NA,NA,No,No,No,NA,NFS,450,Brown,Yellow,1x1 ,HHA,,1.0.0,living room,expensive,None,None,No,Museum,No lighting,No,Not for sale,FtrShieldHhaGold,NA,7035
gold rose wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000,Yellow,Yellow,1x1 ,Crafting,,1.0.0,expensive,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathRoseGold,NA,5820
golden gears,,NA,NA,NA,NA,Yes,No,No,NA,NFS,11125,Yellow,Yellow,2x1 ,Crafting,,1.0.0,expensive,None,golden,None,Yes,Facility Decor,No lighting,No,Not for sale,FtrGearWallGold,NA,11261
grasshopper-head model,,NA,NA,NA,NA,No,No,No,NA,1400,350,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,No,Special Insect,No lighting,No,For sale,FtrInsectTonosamabattaFace,NA,11099
hanging scroll,,Green,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Green,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_0_0,0_0,7282
hanging scroll,,Green,NA,Mountains,Design,No,No,Yes,7,140000,35000,Green,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_0_1,0_1,7282
hanging scroll,,Green,NA,Fish,Design,No,No,Yes,7,140000,35000,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_0_2,0_2,7282
hanging scroll,,Green,NA,Bird,Design,No,No,Yes,7,140000,35000,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_0_3,0_3,7282
hanging scroll,,Green,NA,Flower,Design,No,No,Yes,7,140000,35000,Green,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_0_4,0_4,7282
hanging scroll,,Brown,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Brown,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_1_0,1_0,7282
hanging scroll,,Brown,NA,Mountains,Design,No,No,Yes,7,140000,35000,Brown,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_1_1,1_1,7282
hanging scroll,,Brown,NA,Fish,Design,No,No,Yes,7,140000,35000,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_1_2,1_2,7282
hanging scroll,,Brown,NA,Bird,Design,No,No,Yes,7,140000,35000,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_1_3,1_3,7282
hanging scroll,,Brown,NA,Flower,Design,No,No,Yes,7,140000,35000,Brown,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_1_4,1_4,7282
hanging scroll,,Pink,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Pink,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_2_0,2_0,7282
hanging scroll,,Pink,NA,Mountains,Design,No,No,Yes,7,140000,35000,Pink,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_2_1,2_1,7282
hanging scroll,,Pink,NA,Fish,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_2_2,2_2,7282
hanging scroll,,Pink,NA,Bird,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_2_3,2_3,7282
hanging scroll,,Pink,NA,Flower,Design,No,No,Yes,7,140000,35000,Pink,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_2_4,2_4,7282
hanging scroll,,Blue,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Light blue,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_3_0,3_0,7282
hanging scroll,,Blue,NA,Mountains,Design,No,No,Yes,7,140000,35000,Light blue,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_3_1,3_1,7282
hanging scroll,,Blue,NA,Fish,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_3_2,3_2,7282
hanging scroll,,Blue,NA,Bird,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_3_3,3_3,7282
hanging scroll,,Blue,NA,Flower,Design,No,No,Yes,7,140000,35000,Light blue,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_3_4,3_4,7282
hanging scroll,,Purple,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Purple,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_4_0,4_0,7282
hanging scroll,,Purple,NA,Mountains,Design,No,No,Yes,7,140000,35000,Purple,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_4_1,4_1,7282
hanging scroll,,Purple,NA,Fish,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_4_2,4_2,7282
hanging scroll,,Purple,NA,Bird,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_4_3,4_3,7282
hanging scroll,,Purple,NA,Flower,Design,No,No,Yes,7,140000,35000,Purple,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No lighting,No,For sale,FtrHangingscroll_Remake_4_4,4_4,7282
hanging terrarium,,Black,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Black,Green,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrTerrariumWall_Remake_0_0,0_0,3775
